Site_ID,Data_set_ID,UWI,NAD83_Lat,NAD83_Long,Date_samp,Grnd_elev,KB_elev,Top_rel_sea,Bot_rel_sea,Top_rel_dep,Bot_rel_dep,Culled,Cat_an_bal,Lithium,Form_name
127156,AGSWDB,00/13-20-107-09W6-0,58.308053,-119.473337,n/a,484.9,490.1,-1417.9,-1436.5,1908,1926.6,Yes,-0.003972,36,Elk Point Group
127159,AGSWDB,00/02-22-107-09W6-0,58.297575,-119.40511,n/a,501.7,506.6,-1327.7,-1332.3,1834.3,1838.9,No,-0.002862,44,Sulphur Point Formation
127159,AGSWDB,00/02-22-107-09W6-0,58.297575,-119.40511,n/a,501.7,506.6,-1437.4,-1445,1944,1951.6,Yes,-0.00531,38,Elk Point Group
127175,AGSWDB,00/02-32-107-09W6-0,58.327712,-119.460511,n/a,481.3,486.5,-1509.9,-1522.4,1996.4,2008.9,No,-0.010148,32,Keg River Formation
127179,AGSWDB,00/10-32-107-09W6-0,58.333939,-119.462505,n/a,477.3,482.2,25,3.7,457.2,478.5,Yes,-0.012136,28,Mississippian system
127247,AGSWDB,00/10-16-108-03W6-0,58.379251,-118.427672,n/a,431.3,435.3,55.2,46.7,380.1,388.6,Yes,0.008435,4.6,Mannville Group
127506,AGSWDB,00/03-28-109-06W6-0,58.485711,-118.941763,n/a,453.8,458.1,-1243.3,-1254.9,1701.4,1713,No,0.034787,54,Keg River Formation
127797,AGSWDB,00/04-10-110-07W6-0,58.530258,-119.084876,n/a,491.6,496.8,-1225.3,-1248.2,1722.1,1745,Yes,-0.004419,44,Elk Point Group
127800,AGSWDB,00/11-12-110-07W6-0,58.536277,-119.023322,n/a,452,456.6,-1219.8,-1238.1,1676.4,1694.7,No,-0.004799,40,Keg River Formation
127892,AGSWDB,00/11-23-110-09W6-0,58.567901,-119.38691,n/a,656.8,660.2,-1232.6,-1241.8,1892.8,1902,Yes,-0.020867,29,Elk Point Group
128,ARC,00/11-33-001-08W4-0,49.57661,-110.921984,23-Jun-77,844.5,n/a,561,555,283.5,289.6,Yes,0.020994,<0.1,Milk River Formation
1280133887,BRB,n/a,54.72784,-110.677184,16-Jul-02,639.2,n/a,556.9,550.8,n/a,n/a,No,n/a,0.064,n/a
128018,AGSWDB,00/02-12-111-07W6-0,58.617937,-119.022681,n/a,521.8,526.4,-1124.1,-1129.6,1650.5,1656,Yes,-0.00449,32,Elk Point Group
128018,AGSWDB,00/02-12-111-07W6-0,58.617937,-119.022681,n/a,521.8,526.4,-1129.6,-1135.1,1656,1661.5,No,-0.005351,38,Sulphur Point Formation
128063,AGSWDB,00/10-16-111-11W6-0,58.639636,-119.783073,n/a,359.1,363,-1286,-1308.8,1649,1671.8,No,-0.024636,51,Sulphur Point Formation
128152,AGSWDB,00/11-20-112-12W6-0,58.742113,-119.991465,n/a,351.1,355.1,-1229.9,-1244.2,1585,1599.3,No,0.014484,37,Beaverhill Lake Formation
128233,AGSWDB,00/12-25-114-02W5-0,58.931261,-114.192093,n/a,690.4,694.3,-252.1,-325.3,946.4,1019.6,No,-0.001225,4.6,Keg River Formation
-1288227279,BRB,n/a,55.073235,-110.536422,05-Nov-01,674.8,n/a,664.4,661.4,n/a,n/a,No,n/a,0.031,n/a
-1288227279,BRB,n/a,55.073235,-110.536422,07-Aug-02,674.8,n/a,664.4,661.4,n/a,n/a,No,n/a,0.005,n/a
-1288227279,BRB,n/a,55.073235,-110.536422,09-May-02,674.8,n/a,664.4,661.4,n/a,n/a,No,n/a,0.019,n/a
-1288227279,BRB,n/a,55.073235,-110.536422,12-Sep-01,674.8,n/a,664.4,661.4,n/a,n/a,No,n/a,0.019,n/a
-1288227279,BRB,n/a,55.073235,-110.536422,28-Sep-01,674.8,n/a,664.4,661.4,n/a,n/a,No,n/a,0.024,n/a
128853,AGSWDB,00/11-25-116-06W6-0,59.10451,-118.872412,n/a,388,392.3,-1092.1,-1095.7,1484.4,1488,No,-0.010672,95,Keg River Formation
129,ARC,00/07-34-001-08W4-0,49.780461,-110.075626,21-Jun-77,997,n/a,993,986.9,4,10.1,No,0.026827,0.134,Belly River Group
129162,AGSWDB,00/06-32-117-09W6-0,59.202654,-119.498713,n/a,606.2,610.5,-1088.8,-1099.4,1699.3,1709.9,Yes,0.001243,60,Elk Point Group
1291668848,BRB,n/a,54.731462,-110.677184,17-Jul-02,639.6,n/a,525,518.9,n/a,n/a,No,n/a,0.044,n/a
1291668848,BRB,n/a,54.731462,-110.677184,18-Apr-01,639.6,n/a,525,518.9,n/a,n/a,No,n/a,0.047,n/a
129320,AGSWDB,00/11-09-118-08W6-0,59.234248,-119.297002,n/a,530,533.4,-1249.7,-1280.2,1783.1,1813.6,No,-0.02284,58,Keg River Formation
129388,AGSWDB,00/13-33-119-04W6-0,59.383047,-118.630584,n/a,725.4,729.7,-1067.1,-1077.8,1796.8,1807.5,Yes,-0.004047,38,Elk Point Group
129471,AGSWDB,00/08-17-120-01W5-0,59.421084,-114.118586,n/a,435.6,439.5,-106.7,-147.8,546.2,587.4,No,-0.000887,0.7,Keg River Formation
129471,AGSWDB,00/08-17-120-01W5-0,59.421084,-114.118586,n/a,435.6,439.5,-147.8,-165.8,587.4,605.3,No,-0.002284,5.6,Keg River Formation
1296890876,BRB,n/a,55.069619,-110.530061,05-Nov-01,670.5,n/a,648.6,645.5,n/a,n/a,No,n/a,0.015,n/a
1296890876,BRB,n/a,55.069619,-110.530061,07-Aug-02,670.5,n/a,648.6,645.5,n/a,n/a,No,n/a,0.015,n/a
1296890876,BRB,n/a,55.069619,-110.530061,09-May-02,670.5,n/a,648.6,645.5,n/a,n/a,No,n/a,0.02,n/a
1296890876,BRB,n/a,55.069619,-110.530061,09-Oct-02,670.5,n/a,648.6,645.5,n/a,n/a,No,n/a,0.013,n/a
1296890876,BRB,n/a,55.069619,-110.530061,12-Sep-01,670.5,n/a,648.6,645.5,n/a,n/a,No,n/a,0.026,n/a
1296890876,BRB,n/a,55.069619,-110.530061,18-Feb-03,670.5,n/a,648.6,645.5,n/a,n/a,No,n/a,0.012,n/a
1296890876,BRB,n/a,55.069619,-110.530061,29-Sep-01,670.5,n/a,648.6,645.5,n/a,n/a,No,n/a,0.02,n/a
130,ARC,00/10-35-001-08W4-0,49.166489,-110.573846,22-Jun-77,n/a,n/a,n/a,n/a,408.4,414.5,Yes,0.006005,<0.1,Milk River Formation
131,ARC,00/07-36-001-08W4-0,49.554809,-110.786472,23-Jun-77,949.7,n/a,858.3,852.2,91.4,97.5,No,0.048879,0.492,Belly River Group
132,ARC,02/07-36-001-08W4-0,49.419326,-112.13292,25-Jun-77,951.2,n/a,737.9,731.8,213.4,219.5,No,-0.001175,0.129,Milk River Formation
1323768843,BRB,n/a,54.771418,-110.352282,21-Apr-03,659,n/a,565.7,562.7,n/a,n/a,No,n/a,0.03,n/a
1323768843,BRB,n/a,54.771418,-110.352282,21-Apr-03,659,n/a,565.7,562.7,n/a,n/a,No,n/a,0.036,n/a
1323768843,BRB,n/a,54.771418,-110.352282,28-Aug-02,659,n/a,565.7,562.7,n/a,n/a,No,n/a,0.052,n/a
1326562883,BRB,n/a,54.696442,-110.719667,06-Jun-02,682,n/a,681.2,678.5,n/a,n/a,No,n/a,0.076,n/a
1336,AGSWDB,00/10-24-004-06W4-0,49.314836,-110.6856,n/a,948.2,951.9,778.2,772.7,173.7,179.2,Yes,0.105933,0.4,n/a
-1337216465,BRB,n/a,55.073229,-110.530061,17-Aug-99,667.9,n/a,635.6,634.6,n/a,n/a,No,n/a,0.042,n/a
-1337216465,BRB,n/a,55.073229,-110.530061,21-May-00,667.9,n/a,635.6,634.6,n/a,n/a,No,n/a,0.037,n/a
-1337216465,BRB,n/a,55.073229,-110.530061,29-Aug-00,667.9,n/a,635.6,634.6,n/a,n/a,No,n/a,0.033,n/a
-1349059776,BRB,n/a,54.845892,-110.590495,18-Apr-03,675,n/a,657.6,654.6,n/a,n/a,No,n/a,0.02,n/a
-1349059776,BRB,n/a,54.845892,-110.590495,20-Jul-02,675,n/a,657.6,654.6,n/a,n/a,No,n/a,0.039,n/a
1350763500,BRB,n/a,54.698746,-110.740109,12-May-00,640.6,n/a,526.1,523.3,n/a,n/a,No,n/a,0.077,n/a
1350763500,BRB,n/a,54.698746,-110.740109,14-Apr-03,640.6,n/a,526.1,523.3,n/a,n/a,No,n/a,0.061,n/a
1350763500,BRB,n/a,54.698746,-110.740109,15-May-99,640.6,n/a,526.1,523.3,n/a,n/a,No,n/a,0.068,n/a
1350763500,BRB,n/a,54.698746,-110.740109,19-Jul-02,640.6,n/a,526.1,523.3,n/a,n/a,No,n/a,0.072,n/a
135471426,BRB,n/a,55.069619,-110.530061,09-Oct-02,665.7,n/a,624.3,620,n/a,n/a,No,n/a,0.032,n/a
135471426,BRB,n/a,55.069619,-110.530061,15-Jul-03,665.7,n/a,624.3,620,n/a,n/a,No,n/a,0.036,n/a
135471426,BRB,n/a,55.069619,-110.530061,17-Aug-99,665.7,n/a,624.3,620,n/a,n/a,No,n/a,0.051,n/a
135471426,BRB,n/a,55.069619,-110.530061,17-Dec-02,665.7,n/a,624.3,620,n/a,n/a,No,n/a,0.022,n/a
135471426,BRB,n/a,55.069619,-110.530061,18-Feb-03,665.7,n/a,624.3,620,n/a,n/a,No,n/a,0.032,n/a
135471426,BRB,n/a,55.069619,-110.530061,21-May-00,665.7,n/a,624.3,620,n/a,n/a,No,n/a,0.04,n/a
135471426,BRB,n/a,55.069619,-110.530061,26-Feb-99,665.7,n/a,624.3,620,n/a,n/a,No,n/a,0.066,n/a
135471426,BRB,n/a,55.069619,-110.530061,30-Aug-00,665.7,n/a,624.3,620,n/a,n/a,No,n/a,0.04,n/a
-1374284951,BRB,n/a,55.073235,-110.536422,15-Jul-03,673,n/a,646.2,644.7,n/a,n/a,No,n/a,0.023,n/a
-1374284951,BRB,n/a,55.073235,-110.536422,18-Aug-99,673,n/a,646.2,644.7,n/a,n/a,No,n/a,0.035,n/a
-1374284951,BRB,n/a,55.073235,-110.536422,21-May-00,673,n/a,646.2,644.7,n/a,n/a,No,n/a,0.031,n/a
-1374284951,BRB,n/a,55.073235,-110.536422,29-Aug-00,673,n/a,646.2,644.7,n/a,n/a,No,n/a,0.029,n/a
138176,AGSWDB,00/06-34-049-05W5-0,53.270525,-114.653012,n/a,742.9,747.5,-957.5,-960.5,1705,1708,No,0.010822,16,Mississippian system
138178,AGSWDB,00/08-34-049-05W5-0,53.270318,-114.640887,n/a,744.4,749,-946,-955,1695,1704,No,0.010668,11,Lower Mannville Formation
138180,AGSWDB,00/16-34-049-05W5-0,53.276361,-114.638664,n/a,751.7,756.3,-941.7,-945.7,1698,1702,Yes,0.009658,11,n/a
1389395851,BRB,n/a,54.731462,-110.677184,17-Jul-02,639.6,n/a,508.6,502.4,n/a,n/a,No,n/a,0.051,n/a
1389395851,BRB,n/a,54.731462,-110.677184,18-Apr-01,639.6,n/a,508.6,502.4,n/a,n/a,No,n/a,0.045,n/a
139,AGSWDB,00/11-04-001-09W4-0,49.00831,-111.1555,n/a,1147,1150.3,292.3,264.9,858,885.4,Yes,0.116777,0.8,n/a
139,ARC,00/11-04-001-09W4-0,n/a,n/a,13-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,-0.00316,<0.1,n/a
140,ARC,00/11-04-001-09W4-2,n/a,n/a,13-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,0.011065,<0.1,n/a
140149,AGSWDB,00/06-07-056-20W4-0,53.825684,-112.964101,n/a,619.8,623.4,-49.6,-54.6,673,678,Yes,0.012041,9,n/a
-140226029,BRB,n/a,55.073235,-110.536422,15-Jul-03,672.3,n/a,593.7,592.2,n/a,n/a,No,n/a,0.04,n/a
-140226029,BRB,n/a,55.073235,-110.536422,18-Aug-99,672.3,n/a,593.7,592.2,n/a,n/a,No,n/a,0.069,n/a
-140226029,BRB,n/a,55.073235,-110.536422,21-May-00,672.3,n/a,593.7,592.2,n/a,n/a,No,n/a,0.051,n/a
-140226029,BRB,n/a,55.073235,-110.536422,29-Aug-00,672.3,n/a,593.7,592.2,n/a,n/a,No,n/a,0.049,n/a
141,ARC,00/11-04-001-09W4-3,n/a,n/a,13-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,-0.00399,<0.1,n/a
142,ARC,00/13-04-001-09W4-0,n/a,n/a,13-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,0.012584,<0.1,n/a
143,ARC,00/02-05-001-09W4-0,n/a,n/a,14-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,0.011682,<0.1,n/a
144,ARC,00/03-05-001-09W4-0,n/a,n/a,13-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,-0.013708,<0.1,n/a
145,ARC,00/04-05-001-09W4-0,n/a,n/a,13-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,0.06557,<0.1,n/a
1454215686,BRB,n/a,54.80505,-110.350643,02-Oct-02,700,n/a,694.5,691.5,n/a,n/a,No,n/a,0.04,n/a
1454215686,BRB,n/a,54.80505,-110.350643,12-Jul-01,700,n/a,694.5,691.5,n/a,n/a,No,n/a,0.036,n/a
1454215686,BRB,n/a,54.80505,-110.350643,22-Nov-01,700,n/a,694.5,691.5,n/a,n/a,No,n/a,0.041,n/a
1454215686,BRB,n/a,54.80505,-110.350643,31-Jul-97,700,n/a,694.5,691.5,n/a,n/a,No,n/a,0.023,n/a
146,ARC,00/10-05-001-09W4-0,n/a,n/a,14-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,0.003049,<0.1,n/a
-1474198010,BRB,n/a,55.131846,-110.477222,18-Aug-99,669.3,n/a,633.3,630.3,n/a,n/a,No,n/a,0.017,n/a
-1474198010,BRB,n/a,55.131846,-110.477222,20-May-00,669.3,n/a,633.3,630.3,n/a,n/a,No,n/a,0.014,n/a
-1474198010,BRB,n/a,55.131846,-110.477222,27-Feb-99,669.3,n/a,633.3,630.3,n/a,n/a,No,n/a,0.023,n/a
149,ARC,00/10-08-001-09W4-0,n/a,n/a,14-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,0.034492,<0.1,n/a
-1490123755,BRB,n/a,55.073235,-110.536422,15-Jul-03,673,n/a,608.7,607.2,n/a,n/a,No,n/a,0.026,n/a
-1490123755,BRB,n/a,55.073235,-110.536422,18-Aug-99,673,n/a,608.7,607.2,n/a,n/a,No,n/a,0.035,n/a
-1490123755,BRB,n/a,55.073235,-110.536422,21-May-00,673,n/a,608.7,607.2,n/a,n/a,No,n/a,0.029,n/a
-1490123755,BRB,n/a,55.073235,-110.536422,29-Aug-00,673,n/a,608.7,607.2,n/a,n/a,No,n/a,0.028,n/a
-1498282337,BRB,n/a,54.804141,-110.530214,12-Aug-02,700.9,n/a,698.5,695.4,n/a,n/a,No,n/a,0.011,n/a
150,ARC,00/06-09-001-09W4-0,n/a,n/a,14-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,0.025606,<0.1,n/a
151,ARC,00/07-09-001-09W4-0,n/a,n/a,14-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,-0.007362,<0.1,n/a
151943,AGSWDB,00/13-21-056-24W4-0,53.859251,-113.516493,n/a,699.7,703.4,-363.6,-366.6,1067,1070,No,0.0128,19,Mannville Group
152,ARC,00/07-09-001-09W4-2,n/a,n/a,14-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,0.095302,<0.1,n/a
153,ARC,00/07-09-001-09W4-3,n/a,n/a,14-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,0.218096,<0.1,n/a
1535196607,BRB,n/a,54.771411,-110.574669,18-Apr-01,683.6,n/a,611.7,605.6,n/a,n/a,No,n/a,0.034,n/a
1535196607,BRB,n/a,54.771411,-110.574669,20-Jul-02,683.6,n/a,611.7,605.6,n/a,n/a,No,n/a,0.031,n/a
1535196607,BRB,n/a,54.771411,-110.574669,21-Apr-03,683.6,n/a,611.7,605.6,n/a,n/a,No,n/a,0.014,n/a
-1536996562,BRB,n/a,54.698714,-110.721267,03-Oct-02,635,n/a,630.6,626.8,n/a,n/a,No,n/a,0.054,n/a
-1536996562,BRB,n/a,54.698714,-110.721267,08-Jun-02,635,n/a,630.6,626.8,n/a,n/a,No,n/a,0.117,n/a
154,ARC,00/04-10-001-09W4-0,n/a,n/a,13-Jun-78,n/a,n/a,n/a,n/a,n/a,n/a,No,-0.010592,<0.1,n/a
154589,AERI,W0/13-01-085-25W5-0,54.29203,-113.34699,02-Oct-02,684,n/a,636.5,627.3,n/a,n/a,No,107,0.037,Belly River
155,AGSWDB,00/06-10-001-09W4-0,49.019174,-111.13304,n/a,1118,1121.4,345.1,338.4,776.3,783,Yes,0.106818,0.76,n/a
1551096003,BRB,n/a,55.076851,-110.549133,17-Aug-99,669.6,n/a,577.5,571.4,n/a,n/a,No,n/a,0.1,n/a
1551096003,BRB,n/a,55.076851,-110.549133,20-May-00,669.6,n/a,577.5,571.4,n/a,n/a,No,n/a,0.068,n/a
1551096003,BRB,n/a,55.076851,-110.549133,27-Feb-99,669.6,n/a,577.5,571.4,n/a,n/a,No,n/a,0.112,n/a
1551096003,BRB,n/a,55.076851,-110.549133,29-Aug-00,669.6,n/a,577.5,571.4,n/a,n/a,No,n/a,0.065,n/a
1560400959,BRB,n/a,54.698733,-110.73385,03-Oct-02,635,n/a,n/a,n/a,n/a,n/a,No,n/a,3.3,n/a
1560400959,BRB,n/a,54.698733,-110.73385,08-Jun-02,635,n/a,n/a,n/a,n/a,n/a,No,n/a,4.35,n/a
1584,AGSWDB,00/06-27-005-03W4-0,49.411346,-110.33535,n/a,1081.1,1085.1,498.4,478.5,586.7,606.6,Yes,0.064535,0.3,Milk River Formation
1592178244,BRB,n/a,54.671487,-110.667656,09-May-00,637.9,n/a,545.9,539.8,n/a,n/a,No,n/a,0.048,n/a
1592178244,BRB,n/a,54.671487,-110.667656,14-Apr-03,637.9,n/a,545.9,539.8,n/a,n/a,No,n/a,0.027,n/a
1592178244,BRB,n/a,54.671487,-110.667656,14-Jan-99,637.9,n/a,545.9,539.8,n/a,n/a,No,n/a,0.043,n/a
1592178244,BRB,n/a,54.671487,-110.667656,17-Jul-02,637.9,n/a,545.9,539.8,n/a,n/a,No,n/a,0.043,n/a
1592178244,BRB,n/a,54.671487,-110.667656,17-May-99,637.9,n/a,545.9,539.8,n/a,n/a,No,n/a,0.047,n/a
1592178244,BRB,n/a,54.671487,-110.667656,18-Apr-01,637.9,n/a,545.9,539.8,n/a,n/a,No,n/a,0.045,n/a
1592178244,BRB,n/a,54.671487,-110.667656,28-Jan-99,637.9,n/a,545.9,539.8,n/a,n/a,No,n/a,0.047,n/a
159636290,BRB,n/a,54.818598,-110.600026,12-Aug-02,684.3,n/a,676.1,673,n/a,n/a,No,n/a,0.035,n/a
159636290,BRB,n/a,54.818598,-110.600026,18-Apr-03,684.3,n/a,676.1,673,n/a,n/a,No,n/a,0.015,n/a
-1605127137,BRB,n/a,55.073235,-110.536422,09-Oct-02,673,n/a,606.1,600,n/a,n/a,No,n/a,0.041,n/a
-1605127137,BRB,n/a,55.073235,-110.536422,18-Aug-99,673,n/a,606.1,600,n/a,n/a,No,n/a,0.06,n/a
-1605127137,BRB,n/a,55.073235,-110.536422,21-May-00,673,n/a,606.1,600,n/a,n/a,No,n/a,0.048,n/a
-1605127137,BRB,n/a,55.073235,-110.536422,30-Aug-00,673,n/a,606.1,600,n/a,n/a,No,n/a,0.045,n/a
-1610844852,BRB,n/a,55.131846,-110.477222,18-Aug-99,669.2,n/a,574.1,571.1,n/a,n/a,No,n/a,0.056,n/a
-1610844852,BRB,n/a,55.131846,-110.477222,20-May-00,669.2,n/a,574.1,571.1,n/a,n/a,No,n/a,0.047,n/a
-1610844852,BRB,n/a,55.131846,-110.477222,27-Feb-99,669.2,n/a,574.1,571.1,n/a,n/a,No,n/a,0.074,n/a
162365777,BRB,n/a,55.069619,-110.530061,09-Oct-02,666.2,n/a,595.5,589.4,n/a,n/a,No,n/a,0.047,n/a
162365777,BRB,n/a,55.069619,-110.530061,15-Jul-03,666.2,n/a,595.5,589.4,n/a,n/a,No,n/a,0.047,n/a
162365777,BRB,n/a,55.069619,-110.530061,17-Aug-99,666.2,n/a,595.5,589.4,n/a,n/a,No,n/a,0.064,n/a
162365777,BRB,n/a,55.069619,-110.530061,17-Dec-02,666.2,n/a,595.5,589.4,n/a,n/a,No,n/a,0.031,n/a
162365777,BRB,n/a,55.069619,-110.530061,18-Feb-03,666.2,n/a,595.5,589.4,n/a,n/a,No,n/a,0.04,n/a
162365777,BRB,n/a,55.069619,-110.530061,30-Aug-00,666.2,n/a,595.5,589.4,n/a,n/a,No,n/a,0.05,n/a
-1639431743,BRB,n/a,55.076851,-110.549133,05-Nov-01,669.4,n/a,667.3,665.7,n/a,n/a,No,n/a,0.01,n/a
-1639431743,BRB,n/a,55.076851,-110.549133,07-Aug-02,669.4,n/a,667.3,665.7,n/a,n/a,No,n/a,0.004,n/a
-1639431743,BRB,n/a,55.076851,-110.549133,09-May-02,669.4,n/a,667.3,665.7,n/a,n/a,No,n/a,0.009,n/a
-1639431743,BRB,n/a,55.076851,-110.549133,09-Oct-02,669.4,n/a,667.3,665.7,n/a,n/a,No,n/a,0.012,n/a
-1639431743,BRB,n/a,55.076851,-110.549133,13-Sep-01,669.4,n/a,667.3,665.7,n/a,n/a,No,n/a,0.009,n/a
-1639431743,BRB,n/a,55.076851,-110.549133,28-Sep-01,669.4,n/a,667.3,665.7,n/a,n/a,No,n/a,0.011,n/a
164196,AGSWDB,00/09-22-077-11W6-0,55.689327,-119.605463,n/a,751.4,756.4,-1101.6,-1110.6,1858,1867,Yes,1,<0.1,Halfway Formation
164320,AGSWDB,F1/03-32-079-08W5-0,55.885325,-115.217505,n/a,n/a,645,-1143.6,-1150,1788.6,1795,No,0.027075,77,Elk Point Group
1664508003,BRB,n/a,55.069619,-110.530061,09-Oct-02,666.2,n/a,566.2,560.1,n/a,n/a,No,n/a,0.017,n/a
1664508003,BRB,n/a,55.069619,-110.530061,15-Jul-03,666.2,n/a,566.2,560.1,n/a,n/a,No,n/a,0.016,n/a
1664508003,BRB,n/a,55.069619,-110.530061,17-Aug-99,666.2,n/a,566.2,560.1,n/a,n/a,No,n/a,0.038,n/a
1664508003,BRB,n/a,55.069619,-110.530061,17-Dec-02,666.2,n/a,566.2,560.1,n/a,n/a,No,n/a,0.011,n/a
1664508003,BRB,n/a,55.069619,-110.530061,18-Feb-03,666.2,n/a,566.2,560.1,n/a,n/a,No,n/a,0.014,n/a
1664508003,BRB,n/a,55.069619,-110.530061,26-Feb-99,666.2,n/a,566.2,560.1,n/a,n/a,No,n/a,0.051,n/a
1664508003,BRB,n/a,55.069619,-110.530061,30-Aug-00,666.2,n/a,566.2,560.1,n/a,n/a,No,n/a,0.024,n/a
1691300310,BRB,n/a,54.804141,-110.530214,25-Jul-02,700.8,n/a,654.5,651.4,n/a,n/a,No,n/a,0.02,n/a
17102,AGSWDB,00/10-10-016-23W4-0,50.335202,-113.085169,n/a,1006.8,1010.4,-288.7,-314,1299.1,1324.4,Yes,0.020145,3,n/a
17145,AGSWDB,00/11-05-016-26W4-0,50.320177,-113.545482,n/a,998.5,1003.1,-1097,-1104.3,2100.1,2107.4,Yes,-0.012557,23,n/a
17538,AGSWDB,00/07-32-017-03W4-0,50.474938,-110.379183,n/a,734.9,737.9,36.9,15.5,701,722.4,Yes,0.096441,1.1,Viking Formation
1790628451,BRB,n/a,54.804141,-110.530214,12-Aug-02,701,n/a,584,577.9,n/a,n/a,No,n/a,0.135,n/a
1790628451,BRB,n/a,54.804141,-110.530214,18-Apr-01,701,n/a,584,577.9,n/a,n/a,No,n/a,0.129,n/a
1790628451,BRB,n/a,54.804141,-110.530214,18-May-99,701,n/a,584,577.9,n/a,n/a,No,n/a,0.136,n/a
1790628451,BRB,n/a,54.804141,-110.530214,21-Apr-03,701,n/a,584,577.9,n/a,n/a,No,n/a,0.144,n/a
1790628451,BRB,n/a,54.804141,-110.530214,21-Jul-98,701,n/a,584,577.9,n/a,n/a,No,n/a,0.12,n/a
1790628451,BRB,n/a,54.804141,-110.530214,30-Jun-98,701,n/a,584,577.9,n/a,n/a,No,n/a,0.1,n/a
-1810596265,BRB,n/a,54.785914,-110.523891,12-Aug-02,698.2,n/a,661.6,658.6,n/a,n/a,No,n/a,0.034,n/a
-1810596265,BRB,n/a,54.785914,-110.523891,21-Apr-03,698.2,n/a,661.6,658.6,n/a,n/a,No,n/a,0.014,n/a
-1814274228,BRB,n/a,54.785914,-110.523891,12-Aug-02,698.3,n/a,695.6,692.5,n/a,n/a,No,n/a,0.006,n/a
181487,AERI,00/16-03-038-04W5-3,53.33331,-113.29293,28-Oct-02,749.7,n/a,722.3,716.2,n/a,n/a,No,100,0.112,Horseshoe Canyon
-1851058670,BRB,n/a,54.671487,-110.667656,17-Jul-02,637.9,n/a,636.4,634.9,n/a,n/a,No,n/a,0.019,n/a
-1851058670,BRB,n/a,54.671487,-110.667656,28-Jan-99,637.9,n/a,636.4,634.9,n/a,n/a,No,n/a,0.055,n/a
186582088,BRB,n/a,54.731462,-110.683469,16-Jul-02,640.9,n/a,562,558.9,n/a,n/a,No,n/a,0.056,n/a
186977,AERI,C0/14-36-040-11W4-0,52.91988,-111.48173,30-Oct-02,694.6,n/a,624.5,615.4,n/a,n/a,No,99,0.047,Belly River
-1878342609,BRB,n/a,54.671487,-110.667656,09-May-00,637.9,n/a,525.1,519,n/a,n/a,No,n/a,0.041,n/a
-1878342609,BRB,n/a,54.671487,-110.667656,14-Apr-03,637.9,n/a,525.1,519,n/a,n/a,No,n/a,0.022,n/a
-1878342609,BRB,n/a,54.671487,-110.667656,14-Jan-99,637.9,n/a,525.1,519,n/a,n/a,No,n/a,0.041,n/a
-1878342609,BRB,n/a,54.671487,-110.667656,17-Jul-02,637.9,n/a,525.1,519,n/a,n/a,No,n/a,0.037,n/a
-1878342609,BRB,n/a,54.671487,-110.667656,17-May-99,637.9,n/a,525.1,519,n/a,n/a,No,n/a,0.04,n/a
-1878342609,BRB,n/a,54.671487,-110.667656,18-Apr-01,637.9,n/a,525.1,519,n/a,n/a,No,n/a,0.04,n/a
-1878342609,BRB,n/a,54.671487,-110.667656,28-Jan-99,637.9,n/a,525.1,519,n/a,n/a,No,n/a,0.043,n/a
188,ARC,00/03-29-001-09W4-0,54.207771,-110.202407,19-Jun-79,556.4,n/a,553.4,547.3,3.1,9.1,No,0.037626,0.035,n/a
1881,AGSWDB,00/06-16-005-10W4-0,49.384459,-111.300288,n/a,925.7,929.6,190.5,175.2,739.1,754.4,Yes,0.029283,1.4,Viking Formation
1886547766,BRB,n/a,55.062323,-110.511002,05-Nov-01,667.5,n/a,666.6,665.1,n/a,n/a,No,n/a,0.011,n/a
1886547766,BRB,n/a,55.062323,-110.511002,09-May-02,667.5,n/a,666.6,665.1,n/a,n/a,No,n/a,0.008,n/a
1886547766,BRB,n/a,55.062323,-110.511002,14-Sep-01,667.5,n/a,666.6,665.1,n/a,n/a,No,n/a,0.006,n/a
1886547766,BRB,n/a,55.062323,-110.511002,28-Sep-01,667.5,n/a,666.6,665.1,n/a,n/a,No,n/a,0.008,n/a
-1887513239,BRB,n/a,54.775053,-110.581005,18-Apr-01,684.1,n/a,613.4,607.3,n/a,n/a,No,n/a,0.032,n/a
-1887513239,BRB,n/a,54.775053,-110.581005,20-Jul-02,684.1,n/a,613.4,607.3,n/a,n/a,No,n/a,0.031,n/a
-1887513239,BRB,n/a,54.775053,-110.581005,21-Apr-03,684.1,n/a,613.4,607.3,n/a,n/a,No,n/a,0.014,n/a
