Site_ID,Data_set_ID,UWI,NAD83_Lat,NAD83_Long,Date_samp,Grnd_elev,KB_elev,Top_rel_sea,Bot_rel_sea,Top_rel_dep,Bot_rel_dep,Culled,Cat_an_bal,Lithium,Form_name
111331,AGSWDB,00/07-35-078-24W5-0,55.800535,-117.605451,n/a,472.7,477,-1384.4,-1473.7,1861.4,1950.7,Yes,-0.075,94,Wabamun Group
111357,AGSWDB,00/10-17-078-01W6-0,55.762988,-118.116087,n/a,578.2,580.3,-334.1,-338.7,914.4,919,Yes,0.036204,2.7,Mannville Group
111449,AGSWDB,00/07-16-078-07W6-0,55.756736,-119.016859,n/a,727.3,731.5,-711.1,-725.1,1442.6,1456.6,Yes,-0.012845,16,Triassic system
111575,AGSWDB,02/09-05-078-12W6-0,55.732761,-119.815543,n/a,830.6,832.7,397.4,379.2,435.3,453.5,Yes,0.015842,1.6,n/a
111835,AGSWDB,00/03-01-079-06W5-0,55.81256,-114.796725,n/a,651.4,653.8,108.2,99.1,545.6,554.7,Yes,0.001274,1.7,Mannville Group
112,ARC,00/06-20-001-08W4-0,49.959033,-113.416272,26-Jun-77,968,n/a,911.3,905.2,56.7,62.8,Yes,0.030957,<0.1,n/a
112055,AGSWDB,00/11-09-079-22W5-0,55.834706,-117.385181,n/a,571.8,575.8,-1471.8,-1517.6,2047.6,2093.4,No,-0.002561,40,Winterburn Group
112055,AGSWDB,00/11-09-079-22W5-0,55.834706,-117.385181,n/a,571.8,575.8,-1182.9,-1192,1758.7,1767.8,Yes,-0.003886,95,Wabamun Group
112065,AGSWDB,00/01-16-079-22W5-0,55.841676,-117.371475,n/a,576.7,580.9,-1473.5,-1475,2054.4,2055.9,No,-0.001142,100,Winterburn Group
112139,AGSWDB,00/06-18-079-05W6-0,55.844572,-118.775397,n/a,587.3,591.3,-403.9,-421.9,995.2,1013.2,Yes,0.059776,5.7,Mannville Group
112141,AGSWDB,00/11-21-079-05W6-0,55.864355,-118.72256,n/a,580.9,584.6,29.9,17.7,554.7,566.9,Yes,0.074602,2.7,Viking Formation
112147,AGSWDB,00/07-06-079-06W6-0,55.814887,-118.925982,n/a,629.7,634.9,-1178.7,-1184.8,1813.6,1819.7,Yes,0.011998,34,Mississippian system
112156,AGSWDB,00/11-19-079-07W6-0,55.864799,-119.087795,n/a,655,659,-671.5,-688.2,1330.5,1347.2,Yes,0.005824,36,Triassic system
112156,AGSWDB,00/11-19-079-07W6-0,55.864799,-119.087795,n/a,655,659,-1330.7,-1349,1989.7,2008,No,0.017566,37,Mississippian system
112165,AGSWDB,00/06-22-079-08W6-0,55.858497,-119.167729,n/a,680.6,683.4,-29.8,-35.3,713.2,718.7,Yes,0.040432,3,Viking Formation
112198,AGSWDB,00/11-19-079-10W6-0,55.863407,-119.556582,n/a,759.9,762.9,-513,-519.1,1275.9,1282,No,-0.010057,3.4,Mannville Group
112201,AGSWDB,00/11-23-079-10W6-0,55.863452,-119.452154,n/a,799.8,803.1,-58,-61.9,861.1,865,No,-0.006228,2.2,Viking Formation
112211,AGSWDB,00/07-30-079-10W6-0,55.873492,-119.548205,n/a,794.6,798.9,-758.6,-771.7,1557.5,1570.6,Yes,0.04425,41,Triassic system
112216,AGSWDB,00/07-32-079-10W6-0,55.888012,-119.522292,n/a,787,791,-1556.3,-1607.8,2347.3,2398.8,Yes,-0.029813,60,Mississippian system
112689,AGSWDB,00/04-20-080-21W5-0,55.943808,-117.259484,n/a,639.5,640.1,-256,-283.4,896.1,923.5,Yes,0.022966,5,Triassic system
112799,AGSWDB,00/10-33-080-01W6-0,55.980696,-118.086564,n/a,596.8,600.8,-398.9,-414.2,999.7,1015,Yes,0.005227,28,Triassic system
112863,AGSWDB,00/07-02-080-05W6-0,55.902559,-118.660159,n/a,570,573.9,-547.2,-554.8,1121.1,1128.7,No,-0.024029,43,Triassic system
112864,AGSWDB,00/07-07-080-05W6-0,55.917345,-118.764566,n/a,584.6,588.3,61,51.9,527.3,536.4,Yes,0.001811,4,Viking Formation
112864,AGSWDB,00/07-07-080-05W6-0,55.917345,-118.764566,n/a,584.6,588.3,-940.3,-953.4,1528.6,1541.7,No,0.026481,52,Mississippian system
112871,AGSWDB,00/06-26-080-06W6-0,55.960279,-118.828482,n/a,592.2,596.5,57,46.9,539.5,549.6,Yes,0.001561,4,Viking Formation
112871,AGSWDB,00/06-26-080-06W6-0,55.960279,-118.828482,n/a,592.2,596.5,-549.5,-558.7,1146,1155.2,Yes,0.009933,62,Triassic system
112879,AGSWDB,00/07-10-080-07W6-0,55.916823,-119.000405,n/a,617.8,621.8,-1203.3,-1210,1825.1,1831.8,No,0.023989,35,Mississippian system
112895,AGSWDB,00/07-25-080-08W6-0,55.960716,-119.104948,n/a,629.4,633.1,15,6.7,618.1,626.4,Yes,0.061225,6,Viking Formation
112933,AGSWDB,00/07-30-080-11W6-0,55.960843,-119.705266,n/a,660.2,666,-2586.8,-2638,3252.8,3304,Yes,-0.001866,89,Wabamun Group
112949,AGSWDB,00/11-10-080-12W6-0,55.920652,-119.793078,n/a,658.4,663.5,-1748.7,-1755.1,2412.2,2418.6,Yes,-0.001779,35,Mississippian system
113,ARC,00/13-20-001-08W4-0,50.559215,-113.899797,30-Jun-77,1048.8,n/a,1018.3,1012.2,30.5,36.6,No,-0.034789,0.148,n/a
113503,AGSWDB,00/02-24-081-10W5-0,56.030755,-115.419885,n/a,653.5,658.1,-1078.7,-1082.9,1736.8,1741,Yes,0.000074,95,n/a
113598,AGSWDB,00/11-26-081-01W6-0,56.054182,-118.045476,n/a,627,631.2,-345.4,-354.8,976.6,986,Yes,-0.00797,26,Triassic system
113636,AGSWDB,00/10-02-081-04W6-0,55.994924,-118.505564,n/a,585.5,589.8,59.4,50.3,530.4,539.5,Yes,0.005757,2.6,Viking Formation
113636,AGSWDB,00/10-02-081-04W6-0,55.994924,-118.505564,n/a,585.5,589.8,105.2,102.1,484.6,487.7,Yes,0.019607,2.6,Viking Formation
113712,AGSWDB,00/11-34-081-07W6-0,56.068005,-119.010471,n/a,626.1,629.7,-522.4,-532.8,1152.1,1162.5,No,0.001862,68,Triassic system
113712,AGSWDB,00/11-34-081-07W6-0,56.068005,-119.010471,n/a,626.1,629.7,-495,-502.6,1124.7,1132.3,No,-0.007001,66,Triassic system
113712,AGSWDB,00/11-34-081-07W6-0,56.068005,-119.010471,n/a,626.1,629.7,3.6,-0.9,626.1,630.6,Yes,0.035089,2.1,Viking Formation
113718,AGSWDB,00/11-14-081-08W6-0,56.024554,-119.141095,n/a,636.7,640.4,64.3,49.1,576.1,591.3,Yes,0.038838,4,Viking Formation
113723,AGSWDB,00/06-28-081-08W6-0,56.047666,-119.193565,n/a,649.2,654.1,-1223.8,-1254.3,1877.9,1908.4,Yes,-0.031408,12,Mississippian system
113727,AGSWDB,00/06-12-081-09W6-0,56.004219,-119.271181,n/a,675.4,679.4,-1296.3,-1381.7,1975.7,2061.1,No,0.004951,39,Mississippian system
1138660989,BRB,n/a,55.073229,-110.530061,17-Aug-99,668.3,n/a,603.7,597.6,n/a,n/a,No,n/a,0.056,n/a
1138660989,BRB,n/a,55.073229,-110.530061,21-May-00,668.3,n/a,603.7,597.6,n/a,n/a,No,n/a,0.05,n/a
1138660989,BRB,n/a,55.073229,-110.530061,29-Aug-00,668.3,n/a,603.7,597.6,n/a,n/a,No,n/a,0.051,n/a
114,ARC,00/07-21-001-08W4-0,49.689512,-111.102549,23-Jun-77,n/a,n/a,n/a,n/a,0,6.1,Yes,-0.024638,<0.1,Belly River Group
114094,AGSWDB,00/04-03-082-17W5-0,56.07492,-116.579921,n/a,737,741,40,4.9,701,736.1,Yes,0.01387,7.5,Mannville Group
114166,AGSWDB,00/11-29-082-05W6-0,56.141087,-118.749844,n/a,624.5,627.9,-1504.5,-1506.3,2132.4,2134.2,Yes,-0.009318,83,n/a
114189,AGSWDB,00/10-17-082-07W6-0,56.111696,-119.054171,n/a,650.1,654.4,-799.5,-807.7,1453.9,1462.1,No,0.031788,39,Permian system
114206,AGSWDB,00/10-12-082-09W6-0,56.096924,-119.262056,n/a,723.6,726.9,-1124.5,-1144.6,1851.4,1871.5,Yes,-0.017011,10,Mississippian system
114206,AGSWDB,00/10-12-082-09W6-0,56.096924,-119.262056,n/a,723.6,726.9,-992.2,-1028.7,1719.1,1755.6,Yes,-0.023915,16,Mississippian system
114277,AGSWDB,00/01-14-082-12W6-0,56.103944,-119.753322,n/a,623.3,627,-866.5,-884.8,1493.5,1511.8,No,0.007269,58,Triassic system
114668,AGSWDB,00/11-08-083-06W6-0,56.185025,-118.916081,n/a,625.8,629.4,-1609.7,-1663.9,2239.1,2293.3,No,0.051797,79,Wabamun Group
114675,AGSWDB,00/06-30-083-06W6-0,56.222428,-118.941594,n/a,612.6,616.3,-799.5,-807.1,1415.8,1423.4,Yes,0.00564,22,Mississippian system
114704,AGSWDB,00/06-10-083-09W6-0,56.179169,-119.337165,n/a,686.7,691,-1058.6,-1087.2,1749.6,1778.2,No,-0.013973,22,Mississippian system
114708,AGSWDB,00/11-17-083-09W6-0,56.199221,-119.389782,n/a,671.8,676,-1055.3,-1091.8,1731.3,1767.8,Yes,0.007651,20,Mississippian system
114714,AGSWDB,00/13-35-083-09W6-0,56.244988,-119.314637,n/a,662.6,666.6,-976.3,-982.4,1642.9,1649,Yes,0.023581,25,Mississippian system
-1149167063,BRB,n/a,55.069619,-110.542771,01-Oct-01,672.5,n/a,671,667.9,n/a,n/a,No,n/a,0.025,n/a
-1149167063,BRB,n/a,55.069619,-110.542771,05-Nov-01,672.5,n/a,671,667.9,n/a,n/a,No,n/a,0.021,n/a
-1149167063,BRB,n/a,55.069619,-110.542771,07-Aug-02,672.5,n/a,671,667.9,n/a,n/a,No,n/a,0.017,n/a
-1149167063,BRB,n/a,55.069619,-110.542771,09-May-02,672.5,n/a,671,667.9,n/a,n/a,No,n/a,0.021,n/a
-1149167063,BRB,n/a,55.069619,-110.542771,09-Oct-02,672.5,n/a,671,667.9,n/a,n/a,No,n/a,0.021,n/a
-1149167063,BRB,n/a,55.069619,-110.542771,12-Sep-01,672.5,n/a,671,667.9,n/a,n/a,No,n/a,0.018,n/a
-1149167063,BRB,n/a,55.069619,-110.542771,15-Jul-03,672.5,n/a,671,667.9,n/a,n/a,No,n/a,0.016,n/a
-1149167063,BRB,n/a,55.069619,-110.542771,17-Dec-02,672.5,n/a,671,667.9,n/a,n/a,No,n/a,0.01,n/a
-1149167063,BRB,n/a,55.069619,-110.542771,18-Feb-03,672.5,n/a,671,667.9,n/a,n/a,No,n/a,0.014,n/a
-1149167063,BRB,n/a,55.069619,-110.542771,29-Sep-01,672.5,n/a,671,667.9,n/a,n/a,No,n/a,0.018,n/a
115,ARC,00/06-22-001-08W4-0,50.119304,-113.683754,29-Jun-77,1045.7,n/a,998.5,992.4,47.2,53.3,No,0.067823,<0.1,n/a
115084,AGSWDB,00/10-36-084-26W5-0,56.328984,-117.963978,n/a,751.3,755.6,-113.7,-118,869.3,873.6,Yes,0.049854,2,Mannville Group
115091,AGSWDB,00/11-32-084-03W6-0,56.330018,-118.438491,n/a,779.1,783,-584.9,-597.7,1367.9,1380.7,Yes,-0.038591,30,Mississippian system
115628,AGSWDB,00/08-31-085-14W5-0,56.410339,-116.192587,n/a,563,566.9,-1086.6,-1098.8,1653.5,1665.7,No,-0.003972,24,Granite Wash
115981,AGSWDB,00/08-14-085-25W5-0,56.368982,-117.825381,n/a,782.1,786.4,-248.4,-258.1,1034.8,1044.6,Yes,0.05572,15,Permian system
116,ARC,00/11-22-001-08W4-0,49.521671,-112.205817,24-Jun-77,951.2,n/a,902.5,896.4,48.8,54.9,No,0.001425,0.109,Belly River Group
116024,AGSWDB,00/01-15-085-09W6-0,56.365066,-119.323478,n/a,651.4,655,-281,-285.3,936,940.3,Yes,-0.005443,5,Mannville Group
116041,AGSWDB,00/10-22-085-12W6-0,56.387337,-119.801713,n/a,703.8,707.7,-495,-503.3,1202.7,1211,Yes,-0.003545,60,Triassic system
116194,AGSWDB,00/10-32-086-08W5-0,56.503737,-115.222932,n/a,575.8,579.1,-917.5,-926,1496.6,1505.1,Yes,-0.013306,32,Elk Point Group
116258,AGSWDB,00/06-03-086-13W5-0,56.425422,-115.96917,n/a,580,584,-971.4,-977.5,1555.4,1561.5,No,-0.000122,17,Beaverhill Lake Formation
116303,AGSWDB,00/06-23-086-15W5-0,56.469173,-116.259381,n/a,586.1,590.1,-1001,-1008.6,1591.1,1598.7,Yes,0.059908,27,Beaverhill Lake Formation
116310,AGSWDB,00/10-33-086-15W5-0,56.503156,-116.300783,n/a,587.3,591.6,-1031.5,-1051.3,1623.1,1642.9,Yes,0.010379,26,Elk Point Group
116359,AGSWDB,00/11-36-086-26W5-0,56.504421,-117.971313,n/a,666.6,671.2,-68.5,-87.8,739.8,759,Yes,0.068369,4.8,Mannville Group
116367,AGSWDB,00/10-23-086-01W6-0,56.474634,-118.040007,n/a,687.6,691,-73.4,-82.6,764.4,773.6,Yes,0.01618,4.9,Mannville Group
116562,AGSWDB,00/03-04-087-08W5-0,56.51037,-115.214972,n/a,578.2,582.2,-911.3,-938.8,1493.5,1521,Yes,0.016895,14,Elk Point Group
-116562603,BRB,n/a,54.731462,-110.677184,17-Jul-02,639.6,n/a,624.4,618.3,n/a,n/a,No,n/a,0.084,n/a
-116562603,BRB,n/a,54.731462,-110.677184,18-Apr-01,639.6,n/a,624.4,618.3,n/a,n/a,No,n/a,0.083,n/a
116620,AGSWDB,00/02-19-087-08W5-0,56.553731,-115.261359,n/a,543.5,547.4,-901.6,-907.1,1449,1454.5,Yes,-0.001958,9.8,n/a
116620,AGSWDB,00/02-19-087-08W5-0,56.553731,-115.261359,n/a,543.5,547.4,-901.6,-907.1,1449,1454.5,Yes,0.025166,71,n/a
116623,AGSWDB,00/04-20-087-08W5-0,56.554189,-115.247083,n/a,546.5,550.5,-900.3,-908,1450.8,1458.5,Yes,0.022003,16,Elk Point Group
116963,AGSWDB,00/01-22-087-24W5-0,56.554164,-117.728347,n/a,648.9,652.6,-129.2,-147.5,781.8,800.1,Yes,-0.009912,9,Permian system
116963,AGSWDB,00/01-22-087-24W5-0,56.554164,-117.728347,n/a,648.9,652.6,-183.2,-193.2,835.8,845.8,Yes,-0.028937,8,Mississippian system
116967,AGSWDB,00/07-06-087-25W5-0,56.512717,-117.970922,n/a,654.7,659.3,-242.9,-252.1,902.2,911.4,Yes,0.001369,9,Permian system
116997,AGSWDB,00/10-15-087-02W6-0,56.546531,-118.22282,n/a,696.8,700.4,-112.8,-133.5,813.2,833.9,Yes,0.06945,3.6,Mannville Group
116997,AGSWDB,00/10-15-087-02W6-0,56.546531,-118.22282,n/a,696.8,700.4,-95.7,-103.7,796.1,804.1,Yes,0.102483,5.6,n/a
116997,AGSWDB,00/10-15-087-02W6-0,56.546531,-118.22282,n/a,696.8,700.4,-123.8,-133.5,824.2,833.9,Yes,0.122775,4,n/a
117,ARC,00/06-23-001-08W4-0,49.437566,-110.815918,23-Jun-77,876.5,n/a,824.7,818.6,51.8,57.9,No,0.07996,<0.1,Belly River Group
117024,AGSWDB,00/04-08-087-03W6-0,56.525635,-118.451906,n/a,865.3,869.3,-1401.5,-1444.1,2270.8,2313.4,Yes,-0.007596,76,Woodbend Group
117051,AGSWDB,00/07-21-087-05W6-0,56.556875,-118.729399,n/a,719.6,723.6,-1402.4,-1420.4,2126,2144,No,0.000392,96,Winterburn Group
117059,AGSWDB,00/11-28-087-06W6-0,56.574604,-118.895322,n/a,699.5,703.2,-281.3,-288.9,984.5,992.1,Yes,-0.012612,26,Triassic system
117065,AGSWDB,00/14-19-087-07W6-0,56.564592,-119.10847,n/a,685.2,688.8,-1516.4,-1522.5,2205.2,2211.3,No,-0.003889,46,Winterburn Group
117072,AGSWDB,00/06-25-087-07W6-0,56.572007,-118.975334,n/a,714.8,718.4,-285.3,-288.7,1003.7,1007.1,No,-0.000792,32,Triassic system
117305,AGSWDB,00/11-18-088-02W5-0,56.633196,-114.312149,n/a,738.8,742.5,189,168,553.5,574.5,Yes,0.027737,5.4,Mannville Group
117402,AGSWDB,00/12-24-088-08W5-2,56.649709,-115.139912,n/a,588.9,593.1,-898.9,-903.5,1492,1496.6,Yes,0.039468,14,Elk Point Group
117464,AGSWDB,00/08-05-088-10W5-0,56.600024,-115.55019,n/a,553.2,557.5,-922.9,-942.4,1480.4,1499.9,Yes,0.006316,20,Elk Point Group
117540,AGSWDB,00/06-01-088-15W5-0,56.599819,-116.255452,n/a,663.9,667.5,109.7,103.6,557.8,563.9,Yes,0.042994,1.8,Mannville Group
1176548360,BRB,n/a,54.702381,-110.683443,14-Apr-03,637.7,n/a,511.8,498.4,n/a,n/a,No,n/a,0.036,n/a
1176548360,BRB,n/a,54.702381,-110.683443,30-Jul-02,637.7,n/a,511.8,498.4,n/a,n/a,No,n/a,0.043,n/a
117951,AGSWDB,00/06-29-089-10W5-0,56.744958,-115.561112,n/a,566,570,-932.7,-938.8,1502.7,1508.8,Yes,-0.051703,17,Elk Point Group
117951,AGSWDB,00/06-29-089-10W5-0,56.744958,-115.561112,n/a,566,570,-939.4,-943.3,1509.4,1513.3,Yes,-0.059298,17,Granite Wash
117955,AGSWDB,00/10-32-089-10W5-0,56.765486,-115.552469,n/a,556.6,560.2,-938.8,-951.6,1499,1511.8,Yes,0.02523,51,Granite Wash
117998,AGSWDB,00/07-27-089-18W5-0,56.745887,-116.775803,n/a,613.6,617.5,-1047.9,-1057.1,1665.4,1674.6,No,-0.018182,26,Beaverhill Lake Formation
118,ARC,00/11-24-001-08W4-0,49.219548,-112.536315,25-Jun-77,1201.2,n/a,1152.5,1146.4,48.8,54.9,No,0.001421,<0.1,n/a
118015,AGSWDB,00/10-11-089-03W6-0,56.706739,-118.353396,n/a,739.4,742.2,-104.5,-121.9,846.7,864.1,Yes,0.092057,12,Mannville Group
118285,AGSWDB,00/07-06-090-10W5-0,56.774855,-115.578399,n/a,566,570,-943.9,-970.5,1513.9,1540.5,Yes,0.000462,42,Elk Point Group
118285,AGSWDB,00/07-06-090-10W5-0,56.774855,-115.578399,n/a,566,570,-942.1,-943.6,1512.1,1513.6,Yes,-0.026102,37,Elk Point Group
118288,AGSWDB,00/07-15-090-10W5-0,56.805916,-115.502939,n/a,523.6,527.6,-915.3,-930,1442.9,1457.6,No,0.010417,45,Granite Wash
118288,AGSWDB,00/07-15-090-10W5-0,56.805916,-115.502939,n/a,523.6,527.6,-915.3,-931.8,1442.9,1459.4,Yes,-0.014882,39,Elk Point Group
11835,AGSWDB,00/10-12-014-15W4-0,50.159829,-111.925697,n/a,785.8,789.4,-3.1,-15,792.5,804.4,Yes,0.091653,1.8,n/a
118365,AGSWDB,00/07-03-090-01W6-0,56.775696,-118.063034,n/a,709.3,712.6,-136,-151.2,848.6,863.8,Yes,0.010431,9,Permian system
118365,AGSWDB,00/07-03-090-01W6-0,56.775696,-118.063034,n/a,709.3,712.6,-43.3,-55.5,755.9,768.1,Yes,0.019528,6,Mannville Group
118376,AGSWDB,00/07-04-090-04W6-0,56.77498,-118.568473,n/a,822.7,826.6,-240.2,-245.1,1066.8,1071.7,Yes,0.000089,12,Permian system
118398,AGSWDB,00/10-02-090-12W6-0,56.779552,-119.790759,n/a,942.1,946.1,-292.9,-305.1,1239,1251.2,Yes,-0.001451,53,Mannville Group
11842,AGSWDB,00/11-23-014-15W4-0,50.188238,-111.952468,n/a,743.7,747.4,55.5,40.3,691.9,707.1,Yes,0.060278,1.4,n/a
-1185187129,BRB,n/a,54.771418,-110.352282,18-Apr-01,659,n/a,572.4,559,n/a,n/a,No,n/a,0.045,n/a
119,ARC,00/11-25-001-08W4-0,48.999488,-111.255803,23-Jun-77,1085.4,n/a,908.6,902.5,176.8,182.9,No,-0.011661,<0.1,n/a
120,ARC,00/11-25-001-08W4-2,49.001523,-110.052813,22-Jun-77,n/a,n/a,n/a,n/a,n/a,n/a,No,-0.016167,0.36,n/a
120391,AGSWDB,00/06-06-092-22W5-0,56.949224,-117.536387,n/a,463,466.3,57.9,44.2,408.4,422.1,Yes,0.004464,5,Mannville Group
120391,AGSWDB,00/06-06-092-22W5-0,56.949224,-117.536387,n/a,463,466.3,54.8,48.7,411.5,417.6,Yes,0.026902,5,Mannville Group
12091,AGSWDB,00/11-12-014-20W4-0,50.159763,-112.6134,n/a,863.5,866.9,-377.3,-384.6,1244.2,1251.5,Yes,0.140083,23,n/a
1209613489,BRB,n/a,54.731462,-110.677184,16-Jul-02,639.6,n/a,559.1,553,n/a,n/a,No,n/a,0.149,n/a
1209613489,BRB,n/a,54.731462,-110.677184,18-Apr-01,639.6,n/a,559.1,553,n/a,n/a,No,n/a,0.114,n/a
121,ARC,00/07-26-001-08W4-0,49.904012,-110.206883,21-Jun-77,876.5,n/a,722.6,716.5,153.9,160,No,-0.009188,0.1,Belly River Group
121579,AGSWDB,00/10-26-093-01W6-0,57.100091,-118.035779,n/a,717.8,721.2,-7.3,-16.4,728.5,737.6,Yes,-0.017568,3.7,Mannville Group
121900,AGSWDB,AA/03-28-094-09W4-0,57.179048,-111.390607,n/a,322.8,322.8,235.9,228.3,86.9,94.5,Yes,-0.028511,0.01,n/a
121900,AGSWDB,AA/03-28-094-09W4-0,57.179048,-111.390607,n/a,322.8,322.8,235.9,228.3,86.9,94.5,Yes,0.039566,0.33,n/a
121900,AGSWDB,AA/03-28-094-09W4-0,57.179048,-111.390607,n/a,322.8,322.8,221.6,215.5,101.2,107.3,Yes,0.041913,0.9,Mannville Group
122,ARC,00/07-27-001-08W4-0,49.062629,-110.482113,22-Jun-77,899.4,n/a,872,865.9,27.4,33.5,No,0.021899,<0.1,n/a
122399,AGSWDB,00/06-19-094-17W5-0,57.167321,-116.731537,n/a,502.6,506.9,107.9,103,399,403.9,Yes,0.01795,4.3,Mississippian system
122443,AGSWDB,00/06-06-094-01W6-0,57.123422,-118.152754,n/a,688.8,693.1,7.3,-12.8,685.8,705.9,Yes,-0.032093,5,Mannville Group
122478,AGSWDB,02/07-13-094-03W6-0,57.154014,-118.331815,n/a,758.3,762.3,-10.4,-22.6,772.7,784.9,Yes,0.009845,5.2,Mannville Group
123,ARC,00/06-28-001-08W4-0,49.608721,-112.714819,28-Jun-77,922.3,n/a,846.1,840,76.2,82.3,No,-0.029541,<0.1,Belly River Group
123551,AGSWDB,AB/14-36-095-12W4-0,57.291808,-111.808391,n/a,315.8,315.8,203,189.3,112.8,126.5,Yes,-0.037777,0.01,n/a
123651,AGSWDB,00/10-18-095-07W5-0,57.245118,-115.121233,n/a,464.8,468.5,-764.7,-784.2,1233.2,1252.7,No,0.04573,25,Keg River Formation
123756,AGSWDB,00/06-23-095-07W6-0,57.253977,-119.022556,n/a,969,972.9,-84.8,-95.4,1057.7,1068.3,Yes,0.038309,11,Mannville Group
124,ARC,00/06-29-001-08W4-0,49.638435,-112.129985,25-Jun-77,891.8,n/a,663.2,657.1,228.6,234.7,Yes,0.046594,0.153,Milk River Formation
125,ARC,00/07-29-001-08W4-0,49.166489,-110.573846,22-Jun-77,n/a,n/a,n/a,n/a,24.4,30.5,No,0.019693,0.153,Belly River Group
-1254156617,BRB,n/a,55.069619,-110.530061,17-Aug-99,666.5,n/a,599.4,593.3,n/a,n/a,No,n/a,0.065,n/a
-1254156617,BRB,n/a,55.069619,-110.530061,21-May-00,666.5,n/a,599.4,593.3,n/a,n/a,No,n/a,0.05,n/a
-1254156617,BRB,n/a,55.069619,-110.530061,30-Aug-00,666.5,n/a,599.4,593.3,n/a,n/a,No,n/a,0.051,n/a
125659,AGSWDB,00/07-17-097-04W6-0,57.414741,-118.605074,n/a,899.2,903.1,-6.4,-29.6,909.5,932.7,Yes,0.040859,4,Mannville Group
125666,AGSWDB,00/11-04-097-06W6-0,57.389452,-118.909932,n/a,808.6,812.6,-57.6,-74.4,870.2,887,Yes,0.080721,1.5,Mississippian system
125672,AGSWDB,00/06-34-097-06W6-0,57.458011,-118.885388,n/a,678.5,682.4,-50.6,-66.5,733,748.9,Yes,0.007901,5,Mississippian system
125679,AGSWDB,00/10-14-097-08W6-0,57.419921,-119.173405,n/a,688.8,692.8,-1510.9,-1527.7,2203.7,2220.5,No,-0.05211,47,Beaverhill Lake Formation
125940,AGSWDB,00/07-11-098-03W5-0,57.487889,-114.361709,n/a,526.7,530.4,-605,-641.6,1135.4,1172,No,0.004724,24,Keg River Formation
125998,AGSWDB,00/10-26-098-06W6-0,57.53379,-118.84763,n/a,656.2,659.6,10.4,-20.1,649.2,679.7,Yes,0.071922,7.3,Mannville Group
125999,AGSWDB,00/10-27-098-06W6-0,57.536134,-118.877087,n/a,651.4,654.7,1.2,-23.2,653.5,677.9,Yes,-0.032897,6,Mannville Group
126,ARC,00/07-30-001-08W4-0,49.223031,-110.78248,22-Jun-77,862.8,n/a,598.5,592.4,264.3,270.4,Yes,0.031494,<0.1,Milk River Formation
126000,AGSWDB,00/06-01-098-07W6-0,57.472616,-118.994521,n/a,658.7,662.3,-1433.2,-1457.9,2095.5,2120.2,Yes,0.003271,35,Beaverhill Lake Formation
126015,AGSWDB,00/11-23-098-11W6-0,57.522152,-119.671799,n/a,892.5,896.7,-191.4,-214,1088.1,1110.7,Yes,-0.001352,9.4,Permian system
1261,AGSWDB,00/16-28-004-04W4-0,49.330568,-110.482135,n/a,982.1,985.7,25,18.9,960.7,966.8,Yes,0.053449,1.7,Viking Formation
126292,AGSWDB,00/06-23-101-25W5-0,57.7772,-117.987241,n/a,461.5,465.1,29.2,15.5,435.9,449.6,Yes,0.048217,4.9,Mississippian system
126468,AGSWDB,00/07-10-102-04W6-0,57.836919,-118.55669,n/a,524.6,527.9,58.5,47.8,469.4,480.1,Yes,-0.070099,5.8,Mannville Group
126996,AGSWDB,00/10-20-106-04W6-0,58.218303,-118.617103,n/a,694,697.1,75.3,63.1,621.8,634,Yes,-0.003008,3,Mannville Group
127036,AGSWDB,00/11-36-106-09W6-0,58.248681,-119.34462,n/a,537.1,540.1,3.7,-2.4,536.4,542.5,Yes,-0.051696,8.1,Mississippian system
127078,AGSWDB,00/11-07-107-02W6-0,58.276061,-118.321816,n/a,446.8,450.2,52.7,31.1,397.5,419.1,Yes,0.022311,5,Mississippian system
127141,AGSWDB,00/10-11-107-09W6-0,58.275245,-119.377773,n/a,487.7,492.6,-1328.6,-1342.9,1821.2,1835.5,Yes,-0.002537,42,Elk Point Group
127141,AGSWDB,00/10-11-107-09W6-0,58.275245,-119.377773,n/a,487.7,492.6,-1503.8,-1519.1,1996.4,2011.7,No,-0.0037,38,Keg River Formation
127141,AGSWDB,00/10-11-107-09W6-0,58.275245,-119.377773,n/a,487.7,492.6,-1465.7,-1476.4,1958.3,1969,Yes,-0.004007,44,Elk Point Group
127145,AGSWDB,00/07-15-107-09W6-0,58.287917,-119.405092,n/a,503.2,508.4,-1457.6,-1472.8,1966,1981.2,No,-0.002584,40,Keg River Formation
127145,AGSWDB,00/07-15-107-09W6-0,58.287917,-119.405092,n/a,503.2,508.4,-1438.7,-1444.8,1947.1,1953.2,No,-0.003307,40,Keg River Formation
127145,AGSWDB,00/07-15-107-09W6-0,58.287917,-119.405092,n/a,503.2,508.4,-1389,-1404.2,1897.4,1912.6,Yes,-0.055927,52,Elk Point Group
127156,AGSWDB,00/13-20-107-09W6-0,58.308053,-119.473337,n/a,484.9,490.1,-1344.8,-1363.1,1834.9,1853.2,No,-0.003755,46,Sulphur Point Formation
127156,AGSWDB,00/13-20-107-09W6-0,58.308053,-119.473337,n/a,484.9,490.1,-1417.9,-1436.5,1908,1926.6,Yes,-0.003967,40,Elk Point Group
