UWI	Licence_no	SH_lat_NAD83	SH_long_NAD83	BH_lat_NAD83	BH_long_NAD83	KB_El_masl28	Total_depth_m	Smpl_date	Smpl_obs_no	Top_MD_m	Base_MD_m	Smpl_point	Date_analyz	H2S_conc	Publisher
100103006313W500	105829	54.481987	-115.953952	54.481987	-115.953952	1050.1	1900	3/26/1984	1	1825	1830.5	Reservoir Fluid Other		0.0452	Alberta Geological Survey
100142307604W600	105915	55.603496	-118.505468	55.603496	-118.505468	679.7	1456	2/28/1984	1	1407	1412	Drill Stem Test	1984-02-28	0	Alberta Geological Survey
100142307604W600	105915	55.603496	-118.505468	55.603496	-118.505468	679.7	1456	2/29/1984	1	1397	1404	Drill Stem Test	1984-02-29	0	Alberta Geological Survey
100142307604W600	105915	55.603496	-118.505468	55.603496	-118.505468	679.7	1456	2/29/1984	2	1337	1342	Drill Stem Test	1984-02-29	0	Alberta Geological Survey
100162207208W600	110763	55.256359	-119.130621	55.256359	-119.130621	730.4	2248	5/2/2003	1	2154.5	2167.2	Wellhead		0.0073	Alberta Geological Survey
100162107020W500	111693	55.079968	-116.981349	55.079968	-116.981349	687.5	1451	1/7/1985	1	1380	1392	Other	1985-01-07	0	Alberta Geological Survey
100162107020W500	111693	55.079968	-116.981349	55.079968	-116.981349	687.5	1451	1/8/1985	1	1258	1264	Other	1985-01-08	0	Alberta Geological Survey
100162107020W500	111693	55.079968	-116.981349	55.079968	-116.981349	687.5	1451	4/5/2006	1	1381	1392	Other	2006-04-13	0.0001	Alberta Geological Survey
100082307208W600	111787	55.250091	-119.105018	55.250091	-119.105018	740.9	2265	5/2/2003	1	2166	2174	Reservoir Fluid Other		0.0278	Alberta Geological Survey
100061607403W600	110228	55.407671	-118.398518	55.407671	-118.398518	687.7	1824	12/2/1984	1	1527	1531	Wellhead	1984-12-02	0	Alberta Geological Survey
100060707502W600	110503	55.482657	-118.303267	55.482657	-118.303267	718.9	1510	11/10/1984	1	1466	1483	Drill Stem Test	1984-11-10	0	Alberta Geological Survey
100123206213W500	112905	54.410020	-115.921182	54.410020	-115.921182	902.4	1815	2/16/1985	1	1724	1732	Other	1985-02-16	0	Alberta Geological Survey
100123206213W500	112905	54.410020	-115.921182	54.410020	-115.921182	902.4	1815	2/20/1985	1	1398	1401.5	Other	1985-02-20	0	Alberta Geological Survey
103093006313W502	113220	54.479402	-115.940594	54.481724	-115.947862	1065.5	2298	1/7/2013	1	2000	2228	First Stage Separator	2013-01-15	0.0337	Alberta Geological Survey
100112906313W500	120104	54.480250	-115.934437	54.480250	-115.934437	1114.8	1930	8/17/2009	1	1879	1891	First Stage Separator	2009-08-27	0.0159	Alberta Geological Survey
100112906313W500	120104	54.480250	-115.934437	54.480250	-115.934437	1114.8	1930	8/18/2010	1	1879	1891	First Stage Separator	2010-08-25	0.0167	Alberta Geological Survey
100112906313W500	120104	54.480250	-115.934437	54.480250	-115.934437	1114.8	1930	1/7/2013	1	1879	1891	First Stage Separator	2013-01-15	0.017	Alberta Geological Survey
100052407409W600	118766	55.424504	-119.250173	55.424504	-119.250173	751	2060	3/15/2002	1	2009.5	2017.5	Gas/Liquid Other		0.0001	Alberta Geological Survey
100052407409W600	118766	55.424504	-119.250173	55.424504	-119.250173	751	2060	3/3/2003	1	2009.5	2017.5	Gas/Liquid Other		0.0005	Alberta Geological Survey
100142307604W600	105915	55.603496	-118.505468	55.603496	-118.505468	679.7	1456	2/29/1984	3	1337	1342	Drill Stem Test	1984-02-29	0	Alberta Geological Survey
102082006214W500	116302	54.375540	-116.055282	54.375540	-116.055282	896.1	1860	9/2/2003	1	1794	1795.8	Reservoir Fluid Other	2003-09-02	0.0128	Alberta Geological Survey
102082006214W500	116302	54.375540	-116.055282	54.375540	-116.055282	896.1	1860	2/24/2004	1	1794	1795.8	Reservoir Fluid Other	2004-02-24	0.1098	Alberta Geological Survey
100022906214W500	116669	54.387297	-116.060207	54.387297	-116.060207	861.8	1815	9/2/1985	1	1754.4	1758	Reservoir Fluid Other		0.015	Alberta Geological Survey
100161806805W600	116752	54.890858	-118.743926	54.890858	-118.743926	675.3	2362	9/10/1985	1	1786.5	1850	Drill Stem Test	1985-09-10	0	Alberta Geological Survey
100101707601W600	108254	55.588224	-118.111375	55.588224	-118.111375	641.8	2890	8/17/1984	1	1442.5	1455.5	Drill Stem Test	1984-08-17	0	Alberta Geological Survey
100101707601W600	108254	55.588224	-118.111375	55.588224	-118.111375	641.8	2890	8/18/1984	1	1436	1441.5	Reservoir Fluid Other		0.0044	Alberta Geological Survey
100102006214W500	113629	54.380919	-116.059533	54.380919	-116.059533	884.3	1895	9/2/2003	1	1784	1786	Reservoir Fluid Other	2003-09-02	0.04	Alberta Geological Survey
100063207020W500	121807	55.104385	-117.014859	55.104385	-117.014859	688	1456	2/15/1986	1	1255	1260	Other	1986-02-15	0	Alberta Geological Survey
100063207020W500	121807	55.104385	-117.014859	55.104385	-117.014859	688	1456	2/16/1986	1	1433	1438	Drill Stem Test	1986-02-16	0	Alberta Geological Survey
100162307208W600	110867	55.257218	-119.104306	55.257218	-119.104306	721.6	2235	2/20/1985	1	2136.9	2140	Reservoir Fluid Other		0.0032	Alberta Geological Survey
100162307208W600	110867	55.257218	-119.104306	55.257218	-119.104306	721.6	2235	3/6/2008	1	2136.9	2140	Other	2008-03-14	0.0352	Alberta Geological Survey
100022607601W600	111164	55.607868	-118.037395	55.607868	-118.037395	609.5	2795	12/26/1984	1	2292	2326	Drill Stem Test	1984-12-26	0	Alberta Geological Survey
100082908312W600	122575	56.224163	-119.851578	56.224163	-119.851578	645.4	1442	3/8/1986	1	1397.5	1402	Drill Stem Test	1986-03-08	0.0017	Alberta Geological Survey
100082908312W600	122575	56.224163	-119.851578	56.224163	-119.851578	645.4	1442	3/9/1986	1	1392	1397.5	Drill Stem Test	1986-03-09	0	Alberta Geological Survey
102141807408W600	122622	55.415302	-119.219618	55.415302	-119.219618	738.7	2086	3/16/1986	2	1995	2039	Other	1986-03-16	0	Alberta Geological Survey
102141807408W600	122622	55.415302	-119.219618	55.415302	-119.219618	738.7	2086	3/17/1986	1	1980	1995	Other	1986-03-17	0	Alberta Geological Survey
102141807408W600	122622	55.415302	-119.219618	55.415302	-119.219618	738.7	2086	3/14/1987	1	2021.5	2036	Gas/Liquid Other		0.0002	Alberta Geological Survey
102141807408W600	122622	55.415302	-119.219618	55.415302	-119.219618	738.7	2086	3/23/1987	1	2021.5	2036	Other	1987-03-23	0	Alberta Geological Survey
102141807408W600	122622	55.415302	-119.219618	55.415302	-119.219618	738.7	2086	12/22/1992	1	2021.5	2036	Wellhead	1992-12-22	0.0005	Alberta Geological Survey
100161307826W500	120460	55.763659	-117.884075	55.763659	-117.884075	572.9	2245	11/16/1989	1	2037	2141.5	First Stage Separator		0.0027	Alberta Geological Survey
100061507203W600	126462	55.235589	-118.377678	55.235589	-118.377678	660.3	1770	6/10/1987	1	1688.84	1692.5	Other	1987-06-10	0	Alberta Geological Survey
100061507203W600	126462	55.235589	-118.377678	55.235589	-118.377678	660.3	1770	6/11/1987	1	1684.36	1688	Other	1987-06-11	0	Alberta Geological Survey
100061507203W600	126462	55.235589	-118.377678	55.235589	-118.377678	660.3	1770	1/26/1990	1	1686.3	1697	Reservoir Fluid Other		0.0006	Alberta Geological Survey
100061507203W600	126462	55.235589	-118.377678	55.235589	-118.377678	660.3	1770	9/27/2010	1	1686.3	1697	Other	2010-10-06	0.0003	Alberta Geological Survey
102053507312W600	121957	55.365914	-119.737500	55.365914	-119.737500	787	2561	2/5/1986	1	2528.6	2535	Reservoir Fluid Other		0.0372	Alberta Geological Survey
102053507312W600	121957	55.365914	-119.737500	55.365914	-119.737500	787	2561	3/7/1986	1	2452	2464	Drill Stem Test		0.024	Alberta Geological Survey
102053507312W600	121957	55.365914	-119.737500	55.365914	-119.737500	787	2561	1/15/2008	1	2493	2520.6	Meter Run	2008-01-15	0.048	Alberta Geological Survey
102053507312W600	121957	55.365914	-119.737500	55.365914	-119.737500	787	2561	10/22/2011	1	2493	2520.6	Other	2011-11-01	0.0409	Alberta Geological Survey
102053507312W600	121957	55.365914	-119.737500	55.365914	-119.737500	787	2561	11/16/2012	1	2493	2520.6	Other	2012-11-28	0.0442	Alberta Geological Survey
100081507203W600	127417	55.232853	-118.363727	55.232853	-118.363727	652.3	1760	8/31/1987	1	1674	1684	Reservoir Fluid Other		0.0004	Alberta Geological Survey
100081507203W600	127417	55.232853	-118.363727	55.232853	-118.363727	652.3	1760	1/26/1990	1	1674	1684	Reservoir Fluid Other		0.001	Alberta Geological Survey
100081507203W600	127417	55.232853	-118.363727	55.232853	-118.363727	652.3	1760	1/26/1990	2	1674	1684	Other	1990-01-26	0.001	Alberta Geological Survey
100081507203W600	127417	55.232853	-118.363727	55.232853	-118.363727	652.3	1760	9/22/2010	1	1674.7	1684	Meter Run	2010-09-30	0.0002	Alberta Geological Survey
100081507203W600	127417	55.232853	-118.363727	55.232853	-118.363727	652.3	1760	10/25/2010	1	1674	1684	Meter Run	2010-11-04	0.0004	Alberta Geological Survey
100141507203W600	127759	55.242805	-118.372921	55.242805	-118.372921	658.2	1770	9/6/1987	1	1674.5	1678.5	Other	1987-09-06	0	Alberta Geological Survey
100141507203W600	127759	55.242805	-118.372921	55.242805	-118.372921	658.2	1770	10/16/1987	1	1672.2	1684.5	Meter Run	1987-10-16	0	Alberta Geological Survey
100023507601W600	117133	55.622202	-118.037762	55.622202	-118.037762	614.6	2720	10/4/1985	1	2499	2522	Drill Stem Test	1985-10-04	0	Alberta Geological Survey
100082807601W600	117339	55.613817	-118.082332	55.613817	-118.082332	639.3	2620	11/12/1985	1	1421	1429	Drill Stem Test		0.0071	Alberta Geological Survey
100143007403W600	114456	55.443921	-118.449844	55.443921	-118.449844	739.2	1635	5/26/1985	1	1573	1581	Drill Stem Test	1985-05-26	0	Alberta Geological Survey
100143007403W600	114456	55.443921	-118.449844	55.443921	-118.449844	739.2	1635	5/27/1985	1	1471.5	1479	Drill Stem Test	1985-05-27	0	Alberta Geological Survey
100042906214W500	119158	54.387294	-116.072123	54.387294	-116.072123	911.4	1863	9/2/2003	1	1807	1810	Reservoir Fluid Other	2003-09-02	0.0458	Alberta Geological Survey
100082708313W600	119766	56.224141	-119.957051	56.224141	-119.957051	660.6	1524	2/20/1986	1	1240.5	1257	Drill Stem Test	1986-02-20	0	Alberta Geological Survey
100082207605W600	128441	55.597123	-118.678617	55.597123	-118.678617	663.8	1543	9/24/1987	1	1462	1471	Drill Stem Test	1987-09-24	0	Alberta Geological Survey
100042707810W600	124764	55.782979	-119.471383	55.783126	-119.471155	804.1	1845	2/2/1987	1	1781	1788	Other	1987-02-02	0	Alberta Geological Survey
100042707810W600	124764	55.782979	-119.471383	55.783126	-119.471155	804.1	1845	12/15/2011	1	1781	1788	Other	2011-12-16	0	Alberta Geological Survey
100042707810W600	124764	55.782979	-119.471383	55.783126	-119.471155	804.1	1845	1/10/2013	1	1781	1788	Meter Run	2013-01-10	0.0001	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	3/24/2000	1	1909	1922	Meter Run	2000-03-24	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	8/23/2000	1	1473	1475	Meter Run	2000-08-23	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	1/7/2001	1	1473	1475	Meter Run	2001-01-07	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	7/28/2001	1	1473	1475	Meter Run	2001-07-28	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	2/10/2002	1	1473	1475	Meter Run	2002-02-10	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	3/12/2003	1	1473	1475	Meter Run	2003-03-12	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	8/22/2003	1	1473	1475	Meter Run	2003-08-22	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	2/9/2004	1	1473	1475	Meter Run	2004-02-09	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	8/10/2004	1	1473	1475	Meter Run	2004-08-10	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	2/22/2005	1	1473	1475	Meter Run	2005-02-22	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	6/26/2008	1	1473	1475	Meter Run	2008-07-11	0	Alberta Geological Survey
100140707408W600	130826	55.401598	-119.222698	55.401598	-119.222698	732.5	2125	2/13/1988	1	2021	2041	Other	1988-02-13	0	Alberta Geological Survey
100140707408W600	130826	55.401598	-119.222698	55.401598	-119.222698	732.5	2125	2/13/1988	2	2021	2041	Other	1988-02-13	0	Alberta Geological Survey
100140707408W600	130826	55.401598	-119.222698	55.401598	-119.222698	732.5	2125	12/22/1992	1	2021.2	2041.2	Wellhead		0.0001	Alberta Geological Survey
100140707408W600	130826	55.401598	-119.222698	55.401598	-119.222698	732.5	2125	12/22/1992	2	2021	2041	Wellhead	1992-12-22	0.0001	Alberta Geological Survey
100140707408W600	130826	55.401598	-119.222698	55.401598	-119.222698	732.5	2125	7/5/2001	1	2021	2041	First Stage Separator		0.0001	Alberta Geological Survey
100140707408W600	130826	55.401598	-119.222698	55.401598	-119.222698	732.5	2125	3/11/2009	1	2021	2041	Meter Run	2009-03-11	0.0159	Alberta Geological Survey
100061407203W600	125319	55.232817	-118.350101	55.232817	-118.350101	651	1740	12/18/2017	1	1663	1666	Wellhead	2017-12-20	0.0003	Alberta Geological Survey
100081707122W500	130083	55.146545	-117.340306	55.146545	-117.340306	683.2	1553	11/24/1987	1	1437.5	1442.5	Other	1987-11-24	0	Alberta Geological Survey
100081707122W500	130083	55.146545	-117.340306	55.146545	-117.340306	683.2	1553	11/25/1987	1	1427	1437	Drill Stem Test	1987-11-25	0	Alberta Geological Survey
100162207504W600	135202	55.516274	-118.523489	55.516274	-118.523489	714.3	1625	8/19/1988	1	1521.5	1526.5	Other	1988-08-19	0	Alberta Geological Survey
100150407308W600	135982	55.298364	-119.165103	55.298364	-119.165103	719.3	2177	1/21/1989	1	2102.5	2108	First Stage Separator		0.0064	Alberta Geological Survey
100150407308W600	135982	55.298364	-119.165103	55.298364	-119.165103	719.3	2177	1/11/1990	1	2102.5	2108	Gas/Liquid Other		0.008	Alberta Geological Survey
100150407308W600	135982	55.298364	-119.165103	55.298364	-119.165103	719.3	2177	1/11/1990	2	2102.5	2108	Gas/Liquid Other		0.005	Alberta Geological Survey
100150407308W600	135982	55.298364	-119.165103	55.298364	-119.165103	719.3	2177	1/11/1990	3	2119	2140	Gas/Liquid Other		0.008	Alberta Geological Survey
100150407308W600	135982	55.298364	-119.165103	55.298364	-119.165103	719.3	2177	10/10/1991	1	2134.5	2139.5	Other	1991-10-10	0.006	Alberta Geological Survey
100150407308W600	135982	55.298364	-119.165103	55.298364	-119.165103	719.3	2177	10/10/1991	2	2134.5	2139.5	Gas/Liquid Other		0.006	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	7/23/2009	1	1473	1475	Meter Run	2009-07-23	0	Alberta Geological Survey
100112607811W600	124841	55.789247	-119.591129	55.789247	-119.591129	795.1	1935	10/7/2011	1	1473	1475	Meter Run	2011-10-21	0	Alberta Geological Survey
100080707408W600	136729	55.393653	-119.210837	55.393653	-119.210837	727	2080	10/22/1988	1	2009	2047	Drill Stem Test	1988-10-22	0	Alberta Geological Survey
100080707408W600	136729	55.393653	-119.210837	55.393653	-119.210837	727	2080	12/22/1992	1	2010.5	2014.5	Wellhead		0.0001	Alberta Geological Survey
100080707408W600	136729	55.393653	-119.210837	55.393653	-119.210837	727	2080	12/22/1992	2	2010.5	2033.5	Other	1992-12-22	1E-06	Alberta Geological Survey
100163607811W600	134426	55.809059	-119.557154	55.809059	-119.557154	763.4	1876	7/12/1988	1	1700	1714	Drill Stem Test		0.0005	Alberta Geological Survey
100163607811W600	134426	55.809059	-119.557154	55.809059	-119.557154	763.4	1876	7/18/1988	1	1542	1545	Reservoir Fluid Other		0.0836	Alberta Geological Survey
100163607811W600	134426	55.809059	-119.557154	55.809059	-119.557154	763.4	1876	9/20/1988	1	1682.5	1712.8	Reservoir Fluid Other		0.2522	Alberta Geological Survey
100160306720W500	138205	54.774696	-116.955488	54.774696	-116.955488	787.5	1812	2/28/1989	1	1705	1711	Other	1989-02-28	0	Alberta Geological Survey
100160306720W500	138205	54.774696	-116.955488	54.774696	-116.955488	787.5	1812	2/28/1989	2	1705	1711	Drill Stem Test	1989-02-28	0	Alberta Geological Survey
100080707408W600	136729	55.393653	-119.210837	55.393653	-119.210837	727	2080	6/14/1994	1	2010.5	2033.5	Wellhead	1994-06-14	1E-06	Alberta Geological Survey
100080707408W600	136729	55.393653	-119.210837	55.393653	-119.210837	727	2080	6/14/1994	2	2010.5	2014.5	Wellhead		0.0001	Alberta Geological Survey
100080707408W600	136729	55.393653	-119.210837	55.393653	-119.210837	727	2080	7/5/2001	1	2010.5	2033.5	First Stage Separator		0.0001	Alberta Geological Survey
100080707408W600	136729	55.393653	-119.210837	55.393653	-119.210837	727	2080	3/24/2009	1	2010.5	2033.5	Meter Run	2009-03-24	0.0006	Alberta Geological Survey
100062207122W500	137177	55.161843	-117.301714	55.161843	-117.301714	684.9	1535	11/8/1988	1	1415.6	1419	Drill Stem Test	1988-11-08	0	Alberta Geological Survey
100160607408W600	137233	55.386352	-119.208276	55.386352	-119.208276	726.9	2120	11/17/1988	2	2022	2054	Other	1988-11-17	0	Alberta Geological Survey
100160607408W600	137233	55.386352	-119.208276	55.386352	-119.208276	726.9	2120	11/17/1988	3	2022	2054	Drill Stem Test	1988-11-17	0	Alberta Geological Survey
100160607408W600	137233	55.386352	-119.208276	55.386352	-119.208276	726.9	2120	7/17/1989	1	2023	2029	Other	1989-07-17	0	Alberta Geological Survey
100160607408W600	137233	55.386352	-119.208276	55.386352	-119.208276	726.9	2120	7/17/1989	2	2023	2029	Other	1989-07-17	0	Alberta Geological Survey
100160607408W600	137233	55.386352	-119.208276	55.386352	-119.208276	726.9	2120	12/22/1992	1	2037.5	2041	Wellhead		0.0007	Alberta Geological Survey
100160607408W600	137233	55.386352	-119.208276	55.386352	-119.208276	726.9	2120	12/22/1992	2	2023	2041	Wellhead	1992-12-22	0.0007	Alberta Geological Survey
100082808707W600	138901	56.573284	-119.044263	56.573284	-119.044263	708.9	1076	7/23/2013	1	1023	1041	Meter Run	2013-08-05	0.0001	Alberta Geological Survey
100082808707W600	138901	56.573284	-119.044263	56.573284	-119.044263	708.9	1076	8/19/2016	1	1023	1041	Meter Run	2016-08-30	0.0001	Alberta Geological Survey
100162908707W600	138976	56.577864	-119.071472	56.577864	-119.071472	718.8	1080	6/15/1989	1	1029	1044	Gas/Liquid Other		0.0001	Alberta Geological Survey
100162908707W600	138976	56.577864	-119.071472	56.577864	-119.071472	718.8	1080	8/19/2016	1	1029	1044	Meter Run	2016-08-29	0	Alberta Geological Survey
100142808707W600	138979	56.577863	-119.057890	56.577863	-119.057890	722.1	1097	2/7/2005	1	1037.5	1051	Other	2005-02-17	0	Alberta Geological Survey
100142808707W600	138979	56.577863	-119.057890	56.577863	-119.057890	722.1	1097	9/18/2006	1	1037.5	1051	Meter Run	2006-09-25	0	Alberta Geological Survey
100142808707W600	138979	56.577863	-119.057890	56.577863	-119.057890	722.1	1097	9/18/2006	2	1037.5	1051	Meter Run	2006-09-25	0	Alberta Geological Survey
100142808707W600	138979	56.577863	-119.057890	56.577863	-119.057890	722.1	1097	9/18/2006	3	1037.5	1051	Meter Run	2006-09-25	0	Alberta Geological Survey
100142808707W600	138979	56.577863	-119.057890	56.577863	-119.057890	722.1	1097	6/28/2011	1	1037.5	1051	Meter Run	2011-07-06	0.0001	Alberta Geological Survey
100142808707W600	138979	56.577863	-119.057890	56.577863	-119.057890	722.1	1097	8/19/2014	1	1037.5	1051	Meter Run	2014-08-27	0.0001	Alberta Geological Survey
100062907025W500	138554	55.089545	-117.781352	55.089545	-117.781352	742.4	1908	2/26/1989	1	1478	1499	Drill Stem Test	1989-02-26	0	Alberta Geological Survey
100062506721W500	138603	54.827761	-117.067251	54.827761	-117.067251	735.5	1770	2/21/1989	1	1650	1657	Other	1989-02-21	0	Alberta Geological Survey
100060307203W600	141949	55.206580	-118.377654	55.206580	-118.377654	646.1	1735	12/19/1989	1	1699	1703	Other	1989-12-19	0	Alberta Geological Survey
100103608111W600	144715	56.066428	-119.574661	56.066428	-119.574661	664.4	1535	9/14/1990	1	1435	1437.3	Other	1990-09-14	0.007	Alberta Geological Survey
100103608111W600	144715	56.066428	-119.574661	56.066428	-119.574661	664.4	1535	9/14/1990	2	1435	1437.3	Reservoir Fluid Other		0.007	Alberta Geological Survey
100103608111W600	144715	56.066428	-119.574661	56.066428	-119.574661	664.4	1535	10/14/1990	1	1453.5	1458.5	Reservoir Fluid Other		0.012	Alberta Geological Survey
100103608111W600	144715	56.066428	-119.574661	56.066428	-119.574661	664.4	1535	10/21/1990	1	1453.5	1458.5	Gas/Liquid Other		0.0095	Alberta Geological Survey
100071907411W600	144089	55.424613	-119.678794	55.424613	-119.678794	809.4	2400	1/26/1991	1	2347.5	2350.5	Wellhead		0.028	Alberta Geological Survey
100071907411W600	144089	55.424613	-119.678794	55.424613	-119.678794	809.4	2400	1/26/1991	2	2347.5	2350.5	Reservoir Fluid Other		0.028	Alberta Geological Survey
100082807520W500	144170	55.523996	-117.028965	55.523996	-117.028965	623.5	1085	6/24/1990	1	1044.5	1051	Drill Stem Test	1990-06-24	0	Alberta Geological Survey
100063007710W600	144268	55.699994	-119.541359	55.699994	-119.541359	793.4	1975	7/11/1990	1	1789	1807	Drill Stem Test	1990-07-11	0	Alberta Geological Survey
100063007710W600	144268	55.699994	-119.541359	55.699994	-119.541359	793.4	1975	8/31/1990	1	1886.5	1904.5	Gas/Liquid Other		0.004	Alberta Geological Survey
100063007710W600	144268	55.699994	-119.541359	55.699994	-119.541359	793.4	1975	10/1/2008	1	1872	1876	Other	2008-10-17	0.003	Alberta Geological Survey
100103106820W500	140245	54.933689	-117.035254	54.933689	-117.035254	714.6	1630	8/11/1989	1	1533.1	1536.5	Drill Stem Test	1989-08-11	0	Alberta Geological Survey
102111007711W600	144937	55.659660	-119.620560	55.659660	-119.620560	786.9	2324.8	12/10/1990	1	2261.5	2269	Wellhead	1990-12-10	0.008	Alberta Geological Survey
102111007711W600	144937	55.659660	-119.620560	55.659660	-119.620560	786.9	2324.8	12/19/1990	1	2261.5	2269	Reservoir Fluid Other		0.0012	Alberta Geological Survey
100150407308W600	135982	55.298364	-119.165103	55.298364	-119.165103	719.3	2177	2/23/2003	1	2134.5	2139.5	Reservoir Fluid Other		0.0107	Alberta Geological Survey
100110106720W500	145444	54.773584	-116.917962	54.773584	-116.917962	798	1798	10/4/1990	1	1700	1708	Drill Stem Test	1990-10-04	0	Alberta Geological Survey
100110106720W500	145444	54.773584	-116.917962	54.773584	-116.917962	798	1798	2/12/1991	1	1703.4	1706	Other	1991-02-12	0	Alberta Geological Survey
102141807408W600	122622	55.415302	-119.219618	55.415302	-119.219618	738.7	2086	7/5/2001	1	2021	2036	First Stage Separator		0.0001	Alberta Geological Survey
102141807408W600	122622	55.415302	-119.219618	55.415302	-119.219618	738.7	2086	4/10/2003	1	2021.5	2036	Reservoir Fluid Other		0.0002	Alberta Geological Survey
102141807408W600	122622	55.415302	-119.219618	55.415302	-119.219618	738.7	2086	4/20/2004	1	2021.5	2036	Reservoir Fluid Other		0.0001	Alberta Geological Survey
102141807408W600	122622	55.415302	-119.219618	55.415302	-119.219618	738.7	2086	3/7/2009	1	2021.5	2036	Meter Run	2009-03-07	0	Alberta Geological Survey
102141807408W600	122622	55.415302	-119.219618	55.415302	-119.219618	738.7	2086	4/10/2012	1	2021.5	2036	Wellhead	2012-04-23	0	Alberta Geological Survey
100100907005W600	140826	55.047345	-118.693375	55.047345	-118.693375	648.3	2140	1/30/1990	1	1931	1935	Wellhead	1990-01-30	0	Alberta Geological Survey
100081507020W500	143697	55.061136	-116.955497	55.061136	-116.955497	685.7	1424	4/2/1990	1	1382	1399	Other	1990-04-02	0	Alberta Geological Survey
100081507020W500	143697	55.061136	-116.955497	55.061136	-116.955497	685.7	1424	1/6/1992	1	1391.5	1393	Gas/Liquid Other		0.0002	Alberta Geological Survey
100142007611W600	146957	55.603620	-119.673476	55.603620	-119.673476	842.4	2475	10/14/1999	1	2412	2421	Gas/Liquid Other		0.0015	Alberta Geological Survey
100031606319W500	147726	54.446646	-116.815448	54.446646	-116.815448	779.5	1989	2/19/1991	1	1816	1834	Other	1991-02-19	0	Alberta Geological Survey
100031606319W500	147726	54.446646	-116.815448	54.446646	-116.815448	779.5	1989	2/19/1991	2	1816	1834	Other	1991-02-19	0	Alberta Geological Survey
100031606319W500	147726	54.446646	-116.815448	54.446646	-116.815448	779.5	1989	2/19/1991	3	1816	1834	Drill Stem Test	1991-02-19	0	Alberta Geological Survey
100031606319W500	147726	54.446646	-116.815448	54.446646	-116.815448	779.5	1989	2/19/1991	4	1816	1837	Other	1991-02-19	0	Alberta Geological Survey
100031606319W500	147726	54.446646	-116.815448	54.446646	-116.815448	779.5	1989	2/19/1991	5	1816	1837	Other	1991-02-19	0	Alberta Geological Survey
100141907408W600	146319	55.429128	-119.221283	55.429128	-119.221283	757.3	2096	1/7/1991	1	1986	1992	Drill Stem Test	1991-01-07	0	Alberta Geological Survey
100141907408W600	146319	55.429128	-119.221283	55.429128	-119.221283	757.3	2096	10/9/1992	1	1984.7	1989.4	Wellhead		0.0001	Alberta Geological Survey
100141907408W600	146319	55.429128	-119.221283	55.429128	-119.221283	757.3	2096	11/21/1992	1	1984.7	1989.4	Wellhead		0.0003	Alberta Geological Survey
100141907408W600	146319	55.429128	-119.221283	55.429128	-119.221283	757.3	2096	7/5/2001	1	1988	1991	First Stage Separator		0.0006	Alberta Geological Survey
100141907408W600	146319	55.429128	-119.221283	55.429128	-119.221283	757.3	2096	4/27/2004	1	1988	1991	Gas/Liquid Other		0.002	Alberta Geological Survey
100132508503W600	146380	56.406313	-118.337992	56.406313	-118.337992	764	1070	12/15/1990	1	1012	1018	Other	1990-12-15	0	Alberta Geological Survey
102111007711W600	144937	55.659660	-119.620560	55.659660	-119.620560	786.9	2324.8	5/2/2002	1	2261.5	2269	First Stage Separator		0.0039	Alberta Geological Survey
102111007711W600	144937	55.659660	-119.620560	55.659660	-119.620560	786.9	2324.8	6/11/2002	1	2261.5	2269	First Stage Separator		0.0025	Alberta Geological Survey
100112508111W600	145335	56.052451	-119.585666	56.052451	-119.585666	661.6	1502	11/21/1990	1	1458	1462	Reservoir Fluid Other		0.0047	Alberta Geological Survey
100112508111W600	145335	56.052451	-119.585666	56.052451	-119.585666	661.6	1502	11/21/1990	2	1458	1462	Other	1990-11-21	0.0047	Alberta Geological Survey
100112508111W600	145335	56.052451	-119.585666	56.052451	-119.585666	661.6	1502	5/15/2000	1	1458	1462	Wellhead		0.0044	Alberta Geological Survey
100112508111W600	145335	56.052451	-119.585666	56.052451	-119.585666	661.6	1502	10/1/2003	1	1458	1462	Reservoir Fluid Other		0.005	Alberta Geological Survey
100112508111W600	145335	56.052451	-119.585666	56.052451	-119.585666	661.6	1502	9/23/2011	1	1458	1462	First Stage Separator	2011-10-04	0.0061	Alberta Geological Survey
